Title,Description,URL
Title not found,Meta description not found,https://www.macromicro.me//en.macromicro.me/collections/1626/hk-finance-relative
香港-基準利率（日） | 香港-市場指標 | 圖組 | MacroMicro 財經M平方,"香港基準利率（Base Rate）計算經貼現窗進行回購協議交易時適用貼現率的基礎，目前基本利率定於當前的美國聯邦基金利率目標區間下限加 50基點，或隔夜與 1個月香港銀行同業拆息的 5天移動平均數的平均值水平，兩者以較高者為準。

香港由於採用聯繫匯率制度釘住美元，須跟隨美國的貨幣政策，因此香港金管局通常跟隨美國聯準會動作進行利率調整。",https://www.macromicro.me/collections/1626/hk-finance-relative/14075/hk-base-rate-day
中國-人行抵押補充貸款 (PSL) | 中國-市場指標 | 圖組 | MacroMicro 財經M平方,"「抵押補充貸款 (PSL)」，是人民銀行通過抵押方式向商業銀行發放的貸款，合格抵押品大多為高信用評級債券、優質信貸資產，屬於中國央行的一種中長期流動性投放工具，和央行傳統的「再貸款」工具類似，區別在於後者通常不需抵押品。

第一輪的 PSL 投放始於 2015 - 2019 年的棚戶區改造期間，專門用於支持「棚改貨幣化」（政府直接以貨幣的形式，補償被拆遷的棚戶區居民，而後居民再到商品房市場上購置住房），並由此催生出了一輪房地產循環，一度獲得有中國版 QE 的稱號。",https://www.macromicro.me/collections/31/cn-finance-relative/93846/china-pboc-mortgage-supplementary-loan-balance
中國-實質GDP-各行業（年增率） | 中國-GDP綜合指標 | 圖組 | MacroMicro 財經M平方,"統計局計算 GDP 時，會根據不同行業分類計算，行業的劃分乃是依據《中國國民經濟行業分類標準》，主要包含農林牧漁業，工業，建築業，批發和零售業，交通運輸、倉儲和郵政業，住宿和餐飲業，金融業，房地產業等行業。其中，工業又包含了採礦業，製造業，電力、熱力、燃氣及水生產和供應業，佔比最大的為製造業。

圖中各行業的 GDP 年增率，皆為剔除價格因素後的實質年增率，將不同行業拆分來看，可以觀察中國每一季經濟成長的主要動力來源。",https://www.macromicro.me/collections/22/cn-gdp-relative/73782/china-real-gdp-different-industries-yoy
中國-上海人民幣同業拆放利率 | 中國-市場指標 | 圖組 | MacroMicro 財經M平方,"中國上海隔拆利率 Shibor（人民幣）為銀行間同業拆借人民幣的利率，由信用等級較高的銀行組成報價團，是中國貨幣市場的基準利率，可依此了解中國金融市場的流動性。

當 Shibor 利率上升，反映銀行間資金流動性趨緊。
當 Shibor 利率下降，反映銀行間資金流動性寬鬆。",https://www.macromicro.me/collections/31/cn-finance-relative/935/cn-overnight-shibor
中國-商用車銷量 | 中國-消費 | 圖組 | MacroMicro 財經M平方,"中國商用車包含客車與貨車，此商用車銷量由中汽協公佈，由汽車廠商自行上報批發數量，商用車多用於運輸原材料等貨物，因此銷售狀況也同時反映中國景氣變化。

",https://www.macromicro.me/collections/23/cn-consumption/339/cn-china-commercial-vehicle-sales
中國-總體經濟熱度vs.全球-MM製造業週期指數 | 中國-GDP綜合指標 | 圖組 | MacroMicro 財經M平方,本圖分別選取人行問卷調查中，銀行家、企業家的總體經濟熱度指數，並將其與 MM 製造業週期一同呈現進行檢視。根據過往經驗，當兩個指數同時上升時，往往對應製造業週期的上行階段，可作為判斷製造業築底的信號之一。,https://www.macromicro.me/collections/22/cn-gdp-relative/72697/china-macro-economic-heat-bankers
香港-商品出口 | 中國-對外貿易 | 圖組 | MacroMicro 財經M平方,香港對貿易依賴程度極高，為香港的經濟命脈。整體出口貨品（Export）包括港產品出口及轉口貨品 ，其貨值是以離岸價計算 。,https://www.macromicro.me/collections/27/cn-trade-finance-relative/13518/hk-exports-of-goods
香港-服務進口-產業(年增率) | 中國-對外貿易 | 圖組 | MacroMicro 財經M平方,香港服務進口主要產業占比，以旅遊、運輸及金融服務為主。,https://www.macromicro.me/collections/27/cn-trade-finance-relative/13703/hk-imports-of-services-industries-yoy
Title not found,Meta description not found,https://www.macromicro.me//www.macromicro.me/collections/30/cn-investment-relative
中國-宏觀槓桿率 | 中國-市場指標 | 圖組 | MacroMicro 財經M平方,"宏觀槓桿率顯示的是一國的債務餘額與 GDP 之間的比例，為衡量一國債務水準的重要指標。

中國的居民槓桿率相較已開發國家仍有段距離，但在過去幾年中，中國卻是槓桿率上升最快的國家，從 2011 年初的 27.8%上升至 2020 年末的 62.2%，是遠高於新興市場的平均值，原因在於過去經濟衰退時，中國多以「房地產」作為主要擴大內需的手段，包括 2008 年金融海嘯後的四萬億鐵公雞、 2012 年歐債危機下放鬆金融創新的監管、 2015 年配合供給側改革出現的棚改貨幣化，也讓房地產成為經濟托底的重要工具，也是導致居民槓桿率快速飆升的原因。",https://www.macromicro.me/collections/31/cn-finance-relative/33510/cn-macro-leverage-ratio
中國-房地產新開工面積 | 中國-房地產 | 圖組 | MacroMicro 財經M平方,"新開工面積為本期新開工建設的房屋面積，不包括在上期繼續施工的房屋建築面積和上期停緩建而在本期復工的建築面積，房屋的開工以房屋正式開始破土刨槽（地基處理或打永久樁）的日期為準，屬於觀察房市供給端的重要指標之一，為房地產開發投資情況的先行指標。

註：未公佈 1 月份數據 ，其餘月份為當年度累計。",https://www.macromicro.me/collections/26/cn-house-relative/271/cn-housing-investment
中國-城鎮居民問卷調查 | 中國-GDP綜合指標 | 圖組 | MacroMicro 財經M平方,"城鎮儲戶問卷調查是中國人民銀行於 1999 年起建立的一項季度調查制度。每季在全國 50 個（大、中、小）調查城市、 400 個銀行網點中，各隨機抽取 50 名儲戶，共計 20,000 名儲戶作為調查對象。調查內容包括居民對就業與收入情況的感受、物價與房價的預期，以及未來增加更多投資、消費和儲蓄的意願變化，與中國實際的經濟循環走勢基本一致。",https://www.macromicro.me/collections/22/cn-gdp-relative/72694/china-questionnaire-for-urban-residents
中國-進出口vs.貿易差額 | 中國-對外貿易 | 圖組 | MacroMicro 財經M平方,"中國貿易餘額（Trade Balance）＝出口－進口，能反映中國進出口貿易狀況，由於中國的貿易形式為進口代工，再銷售至其他國家，因此基本上中國能長年維持貿易順差，其中美國是主要貿易順差來源，而日本、南韓則主要為表現為貿易逆差。

註 1：第一季進出口容易受到春節淡季因素影響，產生大幅波動、貿易逆差等狀況，不必過度解讀。
註 2：2020 年開始二月數據為一、二月累計。",https://www.macromicro.me/collections/27/cn-trade-finance-relative/276/cn-china-trade-balance
中國-固定資產投資 | 中國-投資 | 圖組 | MacroMicro 財經M平方,投資為中國主要經濟動能之一,https://www.macromicro.me/collections/30/cn-investment-relative
香港-中原城市領先指數(週數據) | 中國-房地產 | 圖組 | MacroMicro 財經M平方,中原地產公司在香港地產代理市場的佔有率超過 20%，因此由中原地產公司的合約成交價編製而成的中原城市領先指數，每週公佈能及時反映香港最新房價狀況 ，指數的基期為 1997 年七月的第一週。,https://www.macromicro.me/collections/26/cn-house-relative/13422/hk-centa-city-leading-index
香港-認沽／認購比率 | 香港-市場指標 | 圖組 | MacroMicro 財經M平方,"香港認沽／認購比率（Put／Call Ratio）＝認沽期權的成交量／認購期權的成交量－1，並百分比化，以 0 為基準點。

認沽／認購比率>0，表示市場情緒看空，港股動能疲弱。
認沽／認購比率<0，表示市場情緒看多，港股動能強勁。",https://www.macromicro.me/collections/1626/hk-finance-relative/13953/hk-put-call-ratio
中國-貸款加權平均利率（市場利率） | 中國-市場指標 | 圖組 | MacroMicro 財經M平方,中國金融機構人民幣一般貸款加權平均利率反映居民、企業融資成本高低，當利率上升，表示居民、企業融資成本上升，反之亦然，近年一般貸款加權平均利率隨著 LPR 利率連動。,https://www.macromicro.me/collections/31/cn-finance-relative/16113/cn-loan-interest-rate
中國-製造業採購經理人指數 | 中國-製造/服務 | 圖組 | MacroMicro 財經M平方,製造和服務業相關指標，包括 PMI/NMI、工業增加值及其細項、工業企業利潤、汽車產量等。,https://www.macromicro.me/collections/25/cn-industry-relative
中國-主要車商-每月電動車交付量 | 中國-消費 | 圖組 | MacroMicro 財經M平方,中國三大電動車創新公司蔚來（Nio）、小鵬（XPeng）、理想（Li）每月交付新車交付量，藉由銷量變化判斷中國新能源車產業趨勢，同時新能源汽車為中國十四五規畫重點產業之一，根據「中國新能源汽車產業發展計畫（ 2021 - 2035 年）」，中國預期 2025 年新能源汽車新車銷量的滲透率能達到 20%、 2035 年 50% 的發展目標，2020 年僅為 5% ，顯示成長潛力空間巨大。,https://www.macromicro.me/collections/23/cn-consumption/31358/cn-three-electric-car-maker
中國-工業增加值產品別(年增率) | 中國-製造/服務 | 圖組 | MacroMicro 財經M平方,"中國工業增加值中各項產品產量增長，反映其各個產業的生產活動情形。

註 ：2 月數據為 1、 2 月累計。",https://www.macromicro.me/collections/25/cn-industry-relative/313/cn-china-out-of-major-industrial-products-growth-rate
中國-零售銷售-石油相關 | 中國-消費 | 圖組 | MacroMicro 財經M平方,"中國位居全球第二的石油消費大國，約占全球石油消費的 15%，對於油價是重要的影響因素

註：2 月數據為 1、 2 月累計",https://www.macromicro.me/collections/23/cn-consumption/295/cn-china-retail-sales-of-enterprises-above-designated-size-petroleum-related-products
中國-貸款基準利率(2015 年前參考基準) | 中國-市場指標 | 圖組 | MacroMicro 財經M平方,"貸款基準利率，是中國官方早年利用行政手段直接設定的基準利率，是早期貸款利率定價的核心參考指標。

2013 年，中國人行取消了「貸款利率圍繞基準利率浮動」的行政管制，並透過「市場利率定價自律機制」制定了「貸款基礎利率（LPR）」的報價規則，讓商業銀行根據商業原則更自主地進行利率定價，LPR 逐步成為金融機構定價的全新參考指標。

隨後，人行不再更新貸款基準利率，2015 年 10 月 24 日迄今，1 年期人民幣貸款基準利率始終維持在 4.35%，不再及時反應中國境內市場利率環境的變化。

然而，「貸款基礎利率（LPR）」在實行過程中，仍有與貸款基準利率掛鉤的問題，2019 年，為了加速推進利率市場化（自由化）改革，人民銀行針對貸款基礎利率（LPR）的報價規則作了進一步的完善，同時將其更名為「貸款市場報價利率（LPR）」，並宣佈自 2020 年起金融機構所簽訂的新貸款合約不得參考貸款基準利率。",https://www.macromicro.me/collections/31/cn-finance-relative/256/cn-peoples-bank-of-china-interest-rate
香港-住宅買賣總量 | 中國-房地產 | 圖組 | MacroMicro 財經M平方,"香港房地產為經濟重要支柱之一，更與金融業密不可分，房地產相關貸款佔總貸款比重為 46%，同時港股中金融和地產產業佔比高達 55%，而香港住宅買賣總量為房市需求指標，包含一手住宅以及二手住宅，又以二手住宅買賣為主。


",https://www.macromicro.me/collections/26/cn-house-relative/13959/hk-number-of-sale-and-purchase-agreements-of-domestic-total-sales
中國-豬肉價格vs.居民消費者物價指數 | 中國-物價 | 圖組 | MacroMicro 財經M平方,"中國居民消費者物價指數（Consumer Price Index, CPI）權重中，以食品菸酒占最大宗，其中又以豬肉比重為最大，因此豬價與居民消費者物價的連動性高。

中國豬肉價格會隨著「豬週期」變動，2006 年以來，中國大致經歷四輪「豬週期」，主要有以下特點：

1. 每輪豬週期基本上約三至四年，下行時間略長於上行時間，主要是因為在下行階段，利潤下行，但只要未虧損，養殖戶退出的意願不強。

2. 每輪豬週期均伴隨疫病助推，但最近的豬週期相較過去明顯存在非市場化的政策因素，如環保干預。

3. 規模化和技術進步導致需要的能繁母豬和生豬存欄量下降，因此新一輪豬週期產能恢復後對應的存欄量將低於前期。",https://www.macromicro.me/collections/24/cn-price-relative/12773/cn-pork-price-vs-cpi
中國-全國爛尾樓停貸通知數量(累計) | 中國-房地產 | 圖組 | MacroMicro 財經M平方,"強制停貸意指購房者（業主）主動選擇停止向銀行還貸，由於 2022 年中國各房企在經歷過去年三條紅線及恆大暴雷衝擊後，資金渠道受阻導致許多樓盤停工，爛尾房問題加劇，但銀行卻存在違規使用預售資金疑慮，導致業主萌生停貸動機，並於 6/30 中國江西景德鎮恒大瓏庭樓盤業主發出的一份強制停貸告知書後，開始引發各地業主效仿的集體停貸潮。

本資料取自 Github 上「全國各省市爛尾樓停貸通知匯總」的統計，由於該數據自 2022/7/13 開始統計，此前的資料為 M平方自行整理業主於網路上已發布的強制停貸項目數。",https://www.macromicro.me/collections/26/cn-house-relative/54831/china-summary-of-loan-suspension
Title not found,Meta description not found,https://www.macromicro.me//en.macromicro.me/collections/30/cn-investment-relative
中國-電網&電源投資完成額 | 中國-投資 | 圖組 | MacroMicro 財經M平方,中國為全球最大的銅消費國，其中以電力行業需求占比最大，也就是基建行業中的電網、電源投資完成額 。,https://www.macromicro.me/collections/30/cn-investment-relative/23478/cn-electrical-grid-power-supply-investment-accumulated-yoy
中國-工業企業產成品存貨-中游裝備製造 (累計年增率) | 中國-製造/服務 | 圖組 | MacroMicro 財經M平方,"裝備製造業，位於中國工業企業的產業鏈中游，涉及中國各類新型經濟增長動能，如出口新三樣（電動車、電池、太陽能）、遠洋船舶製造、高鐵火車、綠色電力發電機組等，因此也與中國景氣息息相關。

汽車製造業：包含汽柴油車和電動車的整車製造、汽車車身、汽車零部件
電器機械和器材：包含太陽能組件、鋰電池、發電機組、電能轉換的電力電子元器件",https://www.macromicro.me/collections/25/cn-industry-relative/100872/cn-industrial-inventories-midstream-manufacturing
中國-固定資產投資 | 中國-投資 | 圖組 | MacroMicro 財經M平方,"中國固定資產投資（Fixed Asset Investment）包括房屋、建築物、機械設備、工具等，定義為一定時間內，社會完成的建造和購置固定資產的工作量，以及與此有關的費用的總稱 ，反映固定資產投資規模 、結構和發展速度的綜合性指標 。固定資產投資占中國 GDP 比重超過四成 ，為拉動經濟成長的重要動力 。

短期來看，固定資產投資能代表企業對未來景氣看法是否樂觀，帶動短期經濟增長；當固定資產投資積累後形成資本存量 ，將提升長期經濟增長潛力。

註：未公佈 1 月份數據 ，其餘月份為當年度累計
",https://www.macromicro.me/collections/30/cn-investment-relative/230/cn-china-investment-completed-fixed-assets
香港-持牌銀行-客戶活期存款 | 香港-市場指標 | 圖組 | MacroMicro 財經M平方,"持牌銀行是香港唯一可經營銀行業務的機構，其中可從客戶活期存款變化看出，客戶對於未來景氣的樂觀程度。

當客戶預期景氣較為樂觀時，活期存款增量將會上揚，投資、消費將會增加。
當客戶預期景氣較為悲觀時，活期存款增量將會下降，投資、消費將會下降。",https://www.macromicro.me/collections/1626/hk-finance-relative/14180/hk-licensed-banks-demand-of-customer-deposits
香港-零售業銷貨額 | 中國-消費 | 圖組 | MacroMicro 財經M平方,"香港零售業總銷貨額（Retail Sales），衡量香港本地零售業銷售貨品表現，不包含服務性消費支出，統計範圍包含香港本地消費者和訪港旅客，調查方式以每月針對約 3000 家零售商做抽樣調查。

旅遊為香港的重要產業之一，零售業總銷貨額在 GDP 占比超過兩成，為拉動經濟成長的主要動能之一。",https://www.macromicro.me/collections/23/cn-consumption/13743/hk-retail-sales-revenue
中國-國際收支平衡 (負債項) | 中國-市場指標 | 圖組 | MacroMicro 財經M平方,"金融帳屬於國際收支平衡中的一部份，追蹤一國所有的對外金融資產及負債，主要項目包括直接投資、投資組合投資、其他投資及準備資產。

圖中為金融帳的對外投資、投資組合投資（證券類投資）的負債項，當數值為正時代表外國資金流入中國，反之則代表外國對中國的相關投資呈現流出（撤離）。",https://www.macromicro.me/collections/31/cn-finance-relative/87989/china-balance-of-payments-foreign-direct-investment-liabilities
中國-黑色金屬產業鏈利潤 v.s. 鐵礦砂價格 | 中國-製造/服務 | 圖組 | MacroMicro 財經M平方,黑色金屬採選業（鐵礦砂）、黑色金屬冶煉和壓延加工業（粗鋼、鋼材）分別屬於工業企業大類中的採礦業、製造業，為鋼鐵產業鏈的上游和中游，中國為全球最大的鐵礦砂、鋼鐵消費國，其國內位於相關產業鏈的企業陸潤，也與鐵礦砂、鋼材價格的走勢息息相關。,https://www.macromicro.me/collections/25/cn-industry-relative/101008/cn-ferrous-metals-industry-chain-profit-vs-iron-ore-price
香港-外匯基金 | 香港-市場指標 | 圖組 | MacroMicro 財經M平方,"香港外匯基金（Exchange Fund）近似於外匯儲備，香港為了推出聯繫匯率制度，1976年政府將大部分的累計財政盈餘、硬幣發行基金資產以及土地基金資產（金融危機時期新增）轉撥到外匯基金，而外匯基金則為貨幣基礎（負債證明書＋總結餘＋流通港幣＋外匯基金票據及債券）提供不低於 100%的美元資產支持，香港金管局強調這些全數均能用以支持港幣聯繫匯率制度，能保持香港的國際金融中心地位、貨幣與金融體系的穩定健全。

香港外匯基金是反映國際資本流動最直接的指標之一，外匯基金上升顯示通過貿易或投資進入香港市場，資本淨流入，反之亦然。
",https://www.macromicro.me/collections/1626/hk-finance-relative/13427/hk-analysis-of-foreign-currency-reserve-assets
中國-中美利差vs.人民幣匯率(在岸) | 中國-市場指標 | 圖組 | MacroMicro 財經M平方,"中美利差：中美兩國 10 年期國債殖利率相減，該指標通常與美元 / 人民幣匯率反向變動：
1）中美利差縮小，海外資金傾向離開中國，不利人民幣。 
2）中美利差擴大，海外資金傾向流入中國，有利人民幣。 

例外時期：2019 年中美貿易戰局勢惡化，海外資金撤離中國，推升人民幣貶值預期。 ",https://www.macromicro.me/collections/31/cn-finance-relative/3926/cn-us-spread
中國-PMI-新訂單&庫存 | 中國-製造/服務 | 圖組 | MacroMicro 財經M平方,"中國 PMI 中的新訂單可作為需求狀況的領先指標，產成品庫存則可視為廠商供給的領先指標，透過兩者的差值可以判斷目前中國製造業的庫存循環位階

1. 主動去庫存階段：新訂單與產成品存貨同時往下，但產成品庫存下滑速度更快，位於循環的主跌段
2. 被動去庫存階段：新訂單上升，產成品存貨下降或持平，兩者差距擴大，位於循環的末跌段
3. 主動加庫存階段：新訂單與產成品庫存同時上升，但產成品庫存上升速度更快，位於循環的主升段
4. 被動加庫存階段：新訂單下降，產成品庫存上升或持平，兩者差距縮小，位於循環的末升段

通常 3 ~ 5 年為一個庫存循環",https://www.macromicro.me/collections/25/cn-industry-relative/5728/china-pmi-new-order-and-stock-index
中國-表外融資 | 中國-市場指標 | 圖組 | MacroMicro 財經M平方,"中國表外融資由信託貸款+委託貸款+未貼現銀行承兌匯票所組成，反映低信評企業的融資情形，若表外融資下滑，代表低信評企業在資金獲取上較為困難，反之亦然。

註：表內、表外：所謂表內是指銀行的資產負債表。由於中國銀行受限於法規，無法透過一般貸款方式向部分高風險企業貸放資金，因此銀行會利用表外的方式，將資金貸放出去，又不會記錄在資產負債表內，因此能規避法規限制，但同時造成過度槓桿風險。",https://www.macromicro.me/collections/31/cn-finance-relative/4560/china-off-balance-sheet-finance
中國-汽車銷售-三種統計口徑 | 中國-月度經濟數據 | 圖組 | MacroMicro 財經M平方,"中國境內的汽車銷售數據，有三種主要的統計口徑：

1、中國汽車流動協會-汽車市場研究分會（前身：乘聯會）：每週公佈乘用車零售、批發的「日均銷量」，本圖將該數據按照月頻率進行加總後，再計算其年增率。

2、中國汽車工業協會：每個月公佈乘用車、商用車和電動車的單月銷售情況，雖然不屬於週頻率的高頻資料，但其數據公佈速度通常比月中數據早一週，能讓我們更早了解上個月的車市情況，此外，該協會公佈的數據單位是銷量，可以剔除價格的干擾因素。

3、中國統計局：即月中數據的統計口徑，屬於社會零售銷售的細項數據，單位是銷售金額，該數據的表現可透過前面兩種口徑的數據提前了解。",https://www.macromicro.me/collections/21031/china-monthly-economic-data/101748/auto-sales-three-statistical-calibers
Title not found,Meta description not found,https://www.macromicro.me//www.macromicro.me/collections/1626/hk-finance-relative
香港-GDP各細項比重 | 中國-GDP綜合指標 | 圖組 | MacroMicro 財經M平方,"香港 GDP 組成可以分成四大部分：消費、投資、政府支出、淨出口（服務＆商品出口－服務＆商品進口）。

從出口、進口比重極高可看出，香港身為國際商業、貿易及金融樞紐，使其對外貿易依存度高，此外，因香港旅遊業發達，非香港居民消費佔整體 GDP 的比重約為 10％，所以旅遊業榮枯也為影響香港經濟的重要關鍵。",https://www.macromicro.me/collections/22/cn-gdp-relative/13453/hk-shares-of-gdp
中國-一線城市-地鐵客運量（週平均） | 中國-消費 | 圖組 | MacroMicro 財經M平方,"中國地鐵信息概覽網站會統計主要城市的每日地鐵客流量，可以衡量中國居民的出行頻率，並以此來判斷服務類消費的情況，與社零數據中的餐飲收入存在一定相關性。伴隨第三產業在中國經濟中的佔比越來越高，跟蹤服務消費的重要性也逐步提升。

本圖透過對北京、上海、廣州和深圳四大一線城市地鐵客運量的追蹤，可以一窺防疫優化後中國消費復甦的進展。",https://www.macromicro.me/collections/23/cn-consumption/74554/china-tier-1-cities-subway-passenger-traffic-weekly-average
中國-月度經濟數據-固定資產投資 | 中國-月度經濟數據 | 圖組 | MacroMicro 財經M平方,"中國固定資產投資（Fixed Asset Investment），與社會零售銷售、工業增加值及房市數據在每個月的中旬，由統計局同時公佈，屬於 GDP 增長「三駕馬車」（消費、投資和出口）中的重要一環，為月度經濟數據中最關鍵的硬數據之一。

固定資產投資主要包括房屋、建築物、機械設備、工具等，定義為一定時間內，社會完成的建造和購置固定資產的工作量，以及與此有關的費用的總稱 ，是反映整體社會「資本形成」的規模 、結構和發展速度的綜合性指標 。

固定資產投資占中國 GDP 比重超過四成 ，為拉動經濟成長的重要動力 。中國固定資產投資構成中，佔比最高的是房地產（20%）、基礎建設（25%）、製造業（30%）。
",https://www.macromicro.me/collections/21031/china-monthly-economic-data/101774/cn-investment-in-fixed-assets-total
Title not found,Meta description not found,https://www.macromicro.me//sc.macromicro.me/collections/24/cn-price-relative
中國-半導體積體電路產量 | 中國-製造/服務 | 圖組 | MacroMicro 財經M平方,"中國工業增加值中的半導體積體電路產量變化，能反映半導體產業景氣，半導體為「中國製造 2025 」中重要的扶植產業、以及國產替代的重點。（單位：億塊）

註 ：2 月數據為 1 、 2 月累計。",https://www.macromicro.me/collections/25/cn-industry-relative/316/cn-china-output-of-integrated-circuit
中國-工業企業產成品存貨-下游消費品製造 (累計年增率) | 中國-製造/服務 | 圖組 | MacroMicro 財經M平方,消費品製造，位於中國工業企業的產業鏈下游，由於與居民的日常消費、飲食起居、穿衣家居等息息相關，其庫存變化具有極強的景氣循環特征。,https://www.macromicro.me/collections/25/cn-industry-relative/100873/china-consumer-goods-industry-inventory-accumulated-yoy
香港-私人住宅售價指數 | 中國-房地產 | 圖組 | MacroMicro 財經M平方,香港官方公佈的住宅售價指數（年增率）能觀察房價長期變化趨勢。,https://www.macromicro.me/collections/26/cn-house-relative/13961/hk-rental-indices-of-all-classes-private-domestic
香港-服務進口 | 中國-對外貿易 | 圖組 | MacroMicro 財經M平方,香港服務進口佔總進口 12%，以運輸、旅遊、金融服務為主。,https://www.macromicro.me/collections/27/cn-trade-finance-relative/13699/hk-imports-of-services
