Title,Description,URL
歐元區-實質GDP | 歐洲-GDP綜合指標 | 圖組 | MacroMicro 財經M平方,實質 GDP 為剔除通膨影響的境內生產毛額，可以反映真實的經濟成長與長期發展趨勢。,https://www.macromicro.me/collections/35/eu-gdp-relative
Title not found,Meta description not found,https://www.macromicro.me//sc.macromicro.me/collections/35/eu-gdp-relative
歐元區-央行資產負債表規模 | 歐洲-市場指標 | 圖組 | MacroMicro 財經M平方,"從歐洲央行「資產負債表規模」與「規模/GDP 」數值可以看出歐洲央行貨幣政策寬鬆與緊縮程度，當資產負債表規模擴大時，代表歐洲央行採行寬鬆貨幣政策。

歐洲央行（ECB）在金融危機爆發前，總資產規模約莫為 1.4 兆歐元，期間經過「強化信貸措施」（ 2008 年）、「三年期 LTRO 」（ 2011 年至 2012 年）、「 APP 計劃」（ 2015 年至 2018 年、 2019 年 9 月重啟），再加上肺炎疫情的緊急疫情資產購買計畫「 PEPP 」( 2020 年至 2021 年 )，歐洲央行總資產規模呈現擴張，總規模擴大至 6 兆歐元以上。",https://www.macromicro.me/collections/43/eu-market-relative/56094/ecb-total-asset
德國-消費者物價指數 | 歐洲-物價 | 圖組 | MacroMicro 財經M平方,"德國調和消費者物價指數反映德國整體通貨膨脹的壓力，而核心調和消費者物價指數則另外扣除食物、菸酒和能源等波動較大的細項。

以下為各個主要項目權重：

1. 食物、菸酒：14 ~ 16%
2. 商品：25 ~ 27%
3. 能源：9 ~ 11%
4. 服務：45 ~ 48%",https://www.macromicro.me/collections/38/eu-price-relative/447/eu-de-germany-hicp-consumer-price-index
德國-IFO製造業調查 | 歐洲-製造/服務 | 圖組 | MacroMicro 財經M平方,"德國 IFO 製造業景氣指數，由德國 CESifo 研究機構編製。每月 IFO 會針對德國各大產業，包括製造業、服務業、建築業、零售業、出口等進行經濟信心及未來展望的調查，並公佈最終編製的指數。

德國製造業調查中主要有「現況」與「預期」兩個細項，兩者再加權平均得到「景氣指數」，該數據以 0 作為榮枯分水嶺：0 以上代表德國製造業景氣較為看好，反之則看壞。
",https://www.macromicro.me/collections/42/eu-industry-relative/49468/germany-ifo-manufacturing-survey
歐元區-零售銷售 | 歐洲-消費/就業 | 圖組 | MacroMicro 財經M平方,零售銷售是衡量消費支出最重要的指標，消費支出占歐元區 GDP 達五成，因此零售銷售亦可以反映歐元區整體經濟活動。,https://www.macromicro.me/collections/37/eu-consumption-relative/394/eu-ea19-euro-area-retail-sales
英國-基準利率 | 英國-市場指標 | 圖組 | MacroMicro 財經M平方,英國基準利率（Bank Rate）是英國大型銀行存放在英國央行的準備金收取的利率，也是英國央行制定貨幣政策的主要利率。英國央行透過調整基準利率，間接影響銀行機構對外放貸的利率水準，以達成央行的貨幣政策目標（主要為物價通膨水準）。,https://www.macromicro.me/collections/6509/uk-market-relative/593/uk-base-interest-rate
英國-每月實質GDP指數 | 英國-市場指標 | 圖組 | MacroMicro 財經M平方,"英國國家統計局以生產與產業面的分析方法，編製每月實質 GDP 指數，參考產業包含農林漁牧業、工業、營建業、服務業，其中服務業佔比高達 80%，比重最高。

由於每月實質 GDP 指數月中就會公佈兩個月前的數據，因此相較於季度 GDP 報告提供更即時的 GDP 參考。

",https://www.macromicro.me/collections/6509/uk-market-relative/49464/uk-monthly-gdp
英國-MM AI英國央行聲明稿鷹鴿指數 | 英國-市場指標 | 圖組 | MacroMicro 財經M平方,財經M平方運用 OpenAI 的 Embedding 技術所計算出的 MM AI 英國央行聲明稿鷹鴿指數，藉由將英國央行聲明稿的向量與鷹派和鴿派的關鍵字向量運算相似度，再把鷹派相似度減去鴿派相似度，數值越大代表英國央行態度越鷹派；越小代表英國央行態度越鴿派，並將歷史最大值轉換為 100；歷史最小值轉換為 0 。,https://www.macromicro.me/collections/6509/uk-market-relative/83979/uk-mm-boe-statement-hawkish-dovish-index
英國-每月實質GDP指數內涵(年增率) | 歐洲-GDP綜合指標 | 圖組 | MacroMicro 財經M平方,"英國國家統計局以生產與產業面的分析方法，編製每月實質 GDP 指數，參考產業包含農林漁牧業、工業、營建業、服務業，其中服務業佔比高達 80%，比重最高。

由於每月實質 GDP 指數月中就會公佈兩個月前的數據，因此相較於季度 GDP 報告提供更即時的 GDP 參考。",https://www.macromicro.me/collections/35/eu-gdp-relative/49684/uk-monthly-gdp-yoy
英國-央行GDP季度預測 | 英國-市場指標 | 圖組 | MacroMicro 財經M平方,"英國央行在每年 2 月、 5 月、 8 月、 11 月公佈的「貨幣政策報告」更新對於英國經濟的預測，由於英國的貨幣政策與經濟狀況息息相關，因此我們可以從英國央行對於未來的 GDP 預期，推測未來英國貨幣政策的走向。

註：本圖所呈現的 GDP 數據以英國央行最新公佈的預測為準。",https://www.macromicro.me/collections/6509/uk-market-relative/49687/uk-gdp-boe-forecast
Title not found,Meta description not found,https://www.macromicro.me//www.macromicro.me/collections/35/eu-gdp-relative
歐元區-零售貿易信心指數細項 | 歐洲-經濟信心指數 | 圖組 | MacroMicro 財經M平方,"歐元區零售貿易信心指數，為歐盟每月針對各國零售與貿易產業的經濟調查。

零售貿易信心指數細項分為商業與銷售狀況、存貨、售價預期、訂單預期、僱傭預期、商業活動預期，其中商業與銷售狀況、存貨、商業活動預期為構成信心指數的主要項目。當「銷售狀況、商業活動、訂單、僱傭相關指標越高」且「存貨越低」，代表在需求熱絡下存貨持續下降，歐元區零售業景氣越樂觀。

本張圖數據經過 Z 分數的調整，若數據大於 1，代表本月數據相較於歷史平均高出 1 個標準差以上；小於 -1，代表本月數據相較於歷史平均低了 1 個標準差以上。",https://www.macromicro.me/collections/36/eu-economic-sentiment-relative/48801/eurozone-retail-confidence-details
歐洲-經濟信心指數 | 歐洲-經濟信心指數 | 圖組 | MacroMicro 財經M平方,"經濟信心指數代表歐洲各國企業及消費者對景氣的看法：指數以 100 為基準點，可由此看出歐洲各國信心狀況。
",https://www.macromicro.me/collections/36/eu-economic-sentiment-relative/530/eu-economic-sentiment-of-countries-in-europe
Title not found,Meta description not found,https://www.macromicro.me//www.macromicro.me/collections/42/eu-industry-relative
歐元區-央行專業機構調查[SPF]-失業率 | 歐洲-市場指標 | 圖組 | MacroMicro 財經M平方,"歐洲央行專業機構調查 (ECB Survey of Professional Forecasters, SPF) 為歐洲央行每季針對中長期實質 GDP 、通膨、失業率進行的調查，受訪者為歐盟內部金融或非金融機構的專家。歐洲央行專業機構調查始於 1999 年，每年調查四次。 ",https://www.macromicro.me/collections/43/eu-market-relative/61539/ea-ecb-spf-unemployment-rate
歐元區-出口細項 (年增率) | 歐洲-對外貿易 | 圖組 | MacroMicro 財經M平方,"出口占歐元區整體 GDP 的 45 ~ 50%。觀察各細項出口年增表現，有助於了解歐元區經濟增長動能。

以下為主要出口細項與權重：

1. 食物：5 ~ 7%
2. 飲品、菸草：1 ~ 2%
3. 原油(非燃油)：2 ~ 3%
4. 礦業相關：3 ~ 4%
5. 化學產品：15 ~ 20%
6. 原物料製造：10 ~ 15%
7. 機械、交通運輸：40 ~ 45%",https://www.macromicro.me/collections/40/eu-trade-relative/474/eu-ea19-euro-area-export-items-yoy
英國-實質國內生產毛額[GDP](年增率貢獻度) | 歐洲-GDP綜合指標 | 圖組 | MacroMicro 財經M平方,"本圖為英國實質 GDP 年增率貢獻度。計算方法為：各 GDP 項目年增率Ｘ該項目 GDP 佔比。

註：本圖進口貢獻度已經過調整，進口貢獻度越高代表對 GDP 貢獻越多。
",https://www.macromicro.me/collections/35/eu-gdp-relative/106706/uk-real-gdp-contribution-to-real-gdp-yoy
歐元區-失業率 | 歐洲-消費/就業 | 圖組 | MacroMicro 財經M平方,"歐盟統計局與 35 個歐洲國家共同展開全歐洲最大的家庭抽樣調查：歐盟勞動力調查（EU labour force survey, EU-LFS）。參與國家負責蒐集調查，並向歐盟統計局提供國家勞動力調查的數據。每季進行超過 170 萬次的採訪，主要搜集方式以四種方式進行：個人訪問，電訪，網路訪問和自行管理的調查表。

每月公佈的失業率為 EU-LFS 中較為重要的短期指標（其他重要的就業市場數據多以季度為頻率公佈，較不即時），提供窺探就業市場的重要數據。",https://www.macromicro.me/collections/37/eu-consumption-relative/454/eu-ea19-euro-area-employment-relative
西班牙-經濟信心指數 | 歐洲-經濟信心指數 | 圖組 | MacroMicro 財經M平方,"西班牙經濟信心指數代表西班牙企業及消費者對景氣的看法：

指數在 100 以上，代表各界對景氣看法「樂觀者」比例較多；指數在 100 以下，代表各界對景氣看法「悲觀者」比例較多。",https://www.macromicro.me/collections/36/eu-economic-sentiment-relative/428/eu-es-spain-economic-sentiment
Title not found,Meta description not found,https://www.macromicro.me//www.macromicro.me/collections/38/eu-price-relative/1018/uk-cpi
英國-央行資產負債表規模 | 英國-市場指標 | 圖組 | MacroMicro 財經M平方,"從英國央行「資產負債表規模」與「規模/GDP 」數值可以看出英國央行貨幣政策寬鬆與緊縮程度，當資產負債表規模擴大時，代表英國央行採行寬鬆貨幣政策。

英國央行總資產規模自 2009 年推出資產購債措施（Asset Purchase Facility, APF）以來，透過購買英國政府公債與投資等級公司債，資產負債表快速累積，2020 年新冠疫情爆發後，英國央行再度擴大購債，使英國央行資產規模佔 GDP 比重達到 40%以上。
",https://www.macromicro.me/collections/6509/uk-market-relative/54371/boe-total-assets
歐元區-央行基準利率 | 歐洲-市場指標 | 圖組 | MacroMicro 財經M平方,"歐元區中央銀行（ECB）的貨幣政策主要分為三大利率：主要再融資利率、存款機制利率、邊際放款利率。

1. 主要再融資利率（Main Refinancing Operations，MRO）：
ECB 每週固定調節日常流動性的公開市場操作工具，金融機構以合格的擔保品向 ECB 借入長達一週的資金，一週後 ECB 再以逆回購的方式將擔保品賣回予金融機構。而 ECB 所規定銀行的最低準備金亦適用於此利率（0%）。

2. 存款機制利率（Deposit Facility，DF）：
又稱為「隔夜拆款利率」，也就是定期存款利率。金融機構可將多餘的流動性資金（超額準備金）以隔夜的方式存放於 ECB ，以獲得存款機制利率利息。

3. 邊際放款利率（Marginal Lending Facility，MLF）：
又稱為「邊際貸款利率」或「隔夜貸款利率」。金融機構以合格的擔保品向 ECB 借入隔夜資金，為 ECB 向歐元區內金融機構提供的應急借貸工具。",https://www.macromicro.me/collections/43/eu-market-relative/525/eu-ecb-benchmark-interest-rate
德國-工業訂單指數細項(年增率) | 歐洲-製造/服務 | 圖組 | MacroMicro 財經M平方,"德國工業訂單依據該月整體訂單的價值總合作計算，並經過生產者物價指數以及出口價格指數調整。

該數據可以用來衡量實質經濟發展的需求，各細項及權重如下：

1. 交通運輸：21 ~ 23％
2. 化學品和藥品：10 ~ 12％
3. 機械：10 ~ 12％
4. 紡織和服飾：1 ~ 2％
5. 電機設備：5 ~ 6％
6. 金屬製品：5 ~ 6％
7. 紙類：2 ~ 3％",https://www.macromicro.me/collections/42/eu-industry-relative/7810/germany-orders-received-detail
英國-每月實質GDP指數 | 歐洲-GDP綜合指標 | 圖組 | MacroMicro 財經M平方,"英國國家統計局以生產與產業面的分析方法，編製每月實質 GDP 指數，參考產業包含農林漁牧業、工業、營建業、服務業，其中服務業佔比高達 80%，比重最高。

由於每月實質 GDP 指數月中就會公佈兩個月前的數據，因此相較於季度 GDP 報告提供更即時的 GDP 參考。

",https://www.macromicro.me/collections/35/eu-gdp-relative/49464/uk-monthly-gdp
Title not found,Meta description not found,https://www.macromicro.me//en.macromicro.me/collections/35/eu-gdp-relative
歐元區-經濟信心指數 | 歐洲-經濟信心指數 | 圖組 | MacroMicro 財經M平方,"經濟信心指數代表歐元區各國企業及消費者對景氣的看法：

指數在 100 以上，代表各界對景氣看法「樂觀者」比例較多；指數在 100 以下，代表各界對景氣看法「悲觀者」比例較多。",https://www.macromicro.me/collections/36/eu-economic-sentiment-relative/420/eu-ea19-euro-area-economic-sentiment
歐元區-央行銀行信貸調查[BLS]-信貸條件 | 歐洲-市場指標 | 圖組 | MacroMicro 財經M平方,"歐元區銀行信貸調查 (Euro Area Bank Lending Survey, BLS) 由歐洲央行發佈，主要調查項目為企業貸款、家庭消費貸款、家庭購屋貸款之信貸條件與需求，調查結果作為歐洲央行制訂貨幣政策的參考依據。

當信貸條件越高、需求越低，代表歐元區的信貸條件越為緊縮。",https://www.macromicro.me/collections/43/eu-market-relative/68524/ea-ecb-bls-credit-standards
西班牙-零售銷售 | 歐洲-消費/就業 | 圖組 | MacroMicro 財經M平方,西班牙消費占整體 GDP 接近六成 ，並包含一定比例的旅遊觀光，因此相較於其他歐洲國家，消費零售對於西班牙整體經濟有較大的影響。,https://www.macromicro.me/collections/37/eu-consumption-relative/438/eu-es-retail-sales
全球-3個月Libor | 英國-市場指標 | 圖組 | MacroMicro 財經M平方,"Libor（London InterBank Offered rate）為倫敦銀行業之間在貨幣市場的無擔保借貸利率，主要報價有五種幣別：美元、歐元、英鎊、日圓、瑞士法郎，並分別有隔夜、一週、一個月、兩個月、三個月、六個月以及一年期的品種，主要目的在反映各大金融機構的流動性。

Libor 是市場上浮動利率產品定價的基準利率，各式牽扯到利率的金融產品如政府債券、企業債券、抵押貸款、學生貸款、信用卡以及利率交換（IRS）等衍生性商品，通常都是以 Libor 去進行訂價，而 Libor 短期的變化也能夠反映國際銀行系統間，對於特定貨幣供給與需求的情況。

當利率上升，代表流動性緊縮；當利率下降，代表流動性寬鬆。舉例來說，美國次貸危機時，Libor（美元）飆升使其與美國聯邦基準利率出現大幅的差距，顯示國際間美元流動性非常緊張，導致多數銀行間借貸美元的成本飆高，對於市場而言這也是金融體系出現問題的一個重要訊號。


註：每天由 16 家指定的國際銀行報價，而後刪除其中極端值，再取中間報價的平均值作為當天 Libor 的訂價，並於每天倫敦時間 11 點時公佈。",https://www.macromicro.me/collections/6509/uk-market-relative/3765/3m-libor
義大利-經濟信心指數 | 歐洲-經濟信心指數 | 圖組 | MacroMicro 財經M平方,"義大利經濟信心指數代表義大利企業及消費者對景氣的看法：

指數在 100 以上，代表各界對景氣看法「樂觀者」比例較多；指數在 100 以下，代表各界對景氣看法「悲觀者」比例較多。",https://www.macromicro.me/collections/36/eu-economic-sentiment-relative/431/eu-it-italy-economic-sentiment
歐洲-各國與德債利差 | 歐洲-市場指標 | 圖組 | MacroMicro 財經M平方,歐洲各國與德國 10 年期公債殖利率利差，可以用來檢視各國的政治和經濟風險。當風險提升時，該國公債與德國的公債利差便會出現明顯上揚。如 2012 年歐債危機時，最嚴重的西班牙、義大利、希臘利差飆升狀況最為明顯。,https://www.macromicro.me/collections/43/eu-market-relative/3860/eu-de-ytm-spread
歐元區-房價 | 歐洲-房地產 | 圖組 | MacroMicro 財經M平方,"房屋價格指數（HPI）反映住宅房地產市場的通貨膨脹，記錄住宅物業（公寓，獨立式住宅，聯排別墅等）的購買價格變化，包括新建房、現有房屋與住宅物業的土地部分。由於 HPI 只衡量市場價格，因此不包括自建住房。

HPI 適用於所有歐盟成員國，另外也包含英國，冰島，挪威和土耳其。除了個別國家外，歐盟統計局還為歐元區編製綜合指數。

註：OECD 房價指數針對歐洲統計局所編製之 HPI 進行平滑化處理。",https://www.macromicro.me/collections/41/eu-estate-relative/491/eu-ea19-euro-area-house-price-index
歐洲-MM AI歐洲央行聲明稿鷹鴿指數 | 歐洲-市場指標 | 圖組 | MacroMicro 財經M平方,財經M平方運用 OpenAI 的 Embedding 技術所計算出的 MM AI 歐洲央行聲明稿鷹鴿指數，藉由將歐洲央行聲明稿的向量與鷹派和鴿派的關鍵字向量運算相似度，再把鷹派相似度減去鴿派相似度，數值越大代表歐洲央行態度越鷹派；越小代表歐洲央行態度越鴿派，並將歷史最大值轉換為 100；歷史最小值轉換為 0 。,https://www.macromicro.me/collections/43/eu-market-relative/83975/eu-mm-ecb-statement-hawkish-dovish-index
歐元區-工業生產指數 | 歐洲-製造/服務 | 圖組 | MacroMicro 財經M平方,"工業生產指數衡量工業部門的實質產出，被視為 GDP 公佈前估計產出的一個先行因子，可由該數據的變動計算景氣走勢。

其中，工業部門包含製造業、能源、半成品、資本財、耐久財、非耐久財；工業生產指數即是計算產出增加價值的部分（扣除增值稅），並對於物價做出調整以考慮產出的實質價值。",https://www.macromicro.me/collections/42/eu-industry-relative/1855/euro19-industrial-production
歐元區-經常帳餘額 | 歐洲-對外貿易 | 圖組 | MacroMicro 財經M平方,"國際收支（Balance of Payments）一段期間一經濟體的居民與非居民間之經濟交易的統計。內容包括經常帳、資本帳、金融帳及準備資產等對外交易。

經常帳餘額為對外商品、服務、主要所得以及次要所得（經常移轉）的交易餘額加總。若經常帳為正值表示該國商品及服務出口大於進口，或有淨國外所得。",https://www.macromicro.me/collections/40/eu-trade-relative/60744/eurozone-current-account
Title not found,Meta description not found,https://www.macromicro.me//sc.macromicro.me/collections/38/eu-price-relative/1018/uk-cpi
德國-實質GDP | 歐洲-GDP綜合指標 | 圖組 | MacroMicro 財經M平方,"德國為歐盟創始成員，是歐洲最大經濟體，兩次工業革命奠定重要技術基礎，讓德國成為世界工業大國。

由於德國工業發展歷史悠久，汽車、工具機出口興盛，也成為世界第三大出口國，貿易出口持續推動經濟發展。",https://www.macromicro.me/collections/35/eu-gdp-relative/407/eu-de-germany-real-gdp
德國-GDP內涵占比 | 歐洲-GDP綜合指標 | 圖組 | MacroMicro 財經M平方,"德國為歐盟創始成員，是歐洲最大經濟體，兩次工業革命奠定重要技術基礎，讓德國成為世界工業大國。

由於德國工業發展歷史悠久，汽車、工具機出口興盛，也成為世界第三大出口國，貿易出口持續推動經濟發展。",https://www.macromicro.me/collections/35/eu-gdp-relative/408/eu-de-germany-gdp-items-weight
英國-採購經理人指數 | 歐洲-製造/服務 | 圖組 | MacroMicro 財經M平方,"IHS Markit 針對英國大約 400 家企業的採購經理人發放產業問卷，調查當月景氣和上月相比有什麼變化。指數即為經理人對於景氣看法的指標。

產業問券內容包含：「產出」、「新訂單」、「新出口訂單」、「積壓訂單」、「產出價格」、「成本價格」、「供應商交付時間」、「完成品庫存」、「採購數量」、「就業」、「未來產出」等。

針對上述各個細項，經理人要求回答增加、持平、下降。採購經理人指數即是依據上述產業問券結果所編製而成，並可用來監控產業經濟的發展。

大於 50，代表採購經理人「看好」該產業景氣成長；反之，小於 50，則代表採購經理人「看衰」該產業景氣成長。

註：英國 PMI 每月公佈兩次，通常發佈於月底和月初，月底為下月初值，月初為該月終值。",https://www.macromicro.me/collections/42/eu-industry-relative/501/eu-uk-united-kingdom-purchasing-manager-index
歐元區-央行基準利率 | 歐洲-市場指標 | 圖組 | MacroMicro 財經M平方,央行會因應通膨狀況調整利率，觀察利率水準，有助於了解目前央行的政策立場。,https://www.macromicro.me/collections/43/eu-market-relative
歐元區-服務業信心指數細項 | 歐洲-經濟信心指數 | 圖組 | MacroMicro 財經M平方,"歐元區服務業信心指數，為歐盟每月針對各國服務業的經濟調查。

服務業信心指數細項分為商業活動、需求、需求預期、僱傭、僱傭預期、售價預期，其中商業活動、需求、需求預期為構成信心指數的主要項目。

本張圖數據經過 Z 分數的調整，若數據大於 1，代表本月數據相較於歷史平均高出 1 個標準差以上；小於 -1，代表本月數據相較於歷史平均低了 1 個標準差以上。",https://www.macromicro.me/collections/36/eu-economic-sentiment-relative/51176/eurozone-services-confidence-details
英國-基準利率 | 英國-市場指標 | 圖組 | MacroMicro 財經M平方,英國的利率、貨幣政策相關數據。,https://www.macromicro.me/collections/6509/uk-market-relative
歐洲-1年期交付電力價格(EUR/Mwh) | 歐洲-製造/服務 | 圖組 | MacroMicro 財經M平方,圖中數據為歐洲能源交易所 European Energy Exchange AG (EEX) 所交易德國與法國 1 年期電力期貨價格，單位為歐元 / 百萬瓦時。,https://www.macromicro.me/collections/42/eu-industry-relative/56830/europe-baseload-power-price-1-year-forward
德國-GDP内涵(年增率) | 歐洲-GDP綜合指標 | 圖組 | MacroMicro 財經M平方,"德國為歐盟創始成員，是歐洲最大經濟體，兩次工業革命奠定重要技術基礎，讓德國成為世界工業大國。

由於德國工業發展歷史悠久，汽車、工具機出口興盛，也成為世界第三大出口國，貿易出口持續推動經濟發展。",https://www.macromicro.me/collections/35/eu-gdp-relative/409/eu-de-germany-gdp-items-growth-rate
英國信用風險利差vs.英鎊/美元 | 英國-市場指標 | 圖組 | MacroMicro 財經M平方,"英國信用利差＝美國美林 CCC 級（或以下）高收益債實際收益率 - 英國 10 年期公債殖利率
當信用利差擴大，反映市場對未來企業違約風險的預期上升，資金會回流避險商品 ( 美元、美國公債、黃金 )，因此美元需求上升，此時英鎊相對弱勢；反之，當利差收窄，美元需求降低，資金將從美國流出，英鎊轉強。",https://www.macromicro.me/collections/6509/uk-market-relative/37517/uk-credit-spread-gbp-usd
歐元區-零售銷售 | 歐洲-消費/就業 | 圖組 | MacroMicro 財經M平方,消費支出佔歐元區 GDP 達五成，因此零售銷售亦可以反映歐元區整體經濟活動。,https://www.macromicro.me/collections/37/eu-consumption-relative
Title not found,Meta description not found,https://www.macromicro.me//www.macromicro.me/collections/41/eu-estate-relative
歐元區-消費者物價主要項目(年增率） | 歐洲-物價 | 圖組 | MacroMicro 財經M平方,"歐元區調和消費者物價指數（HICP）主要由商品（約 55%）和服務（約 45%）所組成。其中，商品的主要組成項目為食物（約 19%）和能源（約 10%）。

能源的波動較大，是影響歐元區物價變動的主因。",https://www.macromicro.me/collections/38/eu-price-relative/1789/euro10-hicp-main-components-yoy
法國-GDP内涵(年增率) | 歐洲-GDP綜合指標 | 圖組 | MacroMicro 財經M平方,法國僅次於德國，是歐元區第二大經濟體，金融、能源、時尚精品業的發展上，在世界占有很重要的地位。,https://www.macromicro.me/collections/35/eu-gdp-relative/416/eu-fr-france-gdp-items-growth-rate
德法-消費者信心指數 | 歐洲-消費/就業 | 圖組 | MacroMicro 財經M平方,"德、法消費者信心指數為經濟信心指數的細項，此圖表採年變動計算並且以 0 作為分界點。

",https://www.macromicro.me/collections/37/eu-consumption-relative/542/eu-consumer-confidence-de-uk-fr
法國-零售銷售 | 歐洲-消費/就業 | 圖組 | MacroMicro 財經M平方,"法國消費占整體 GDP 達五成以上，消費零售表現一定程度影響法國整體經濟。

",https://www.macromicro.me/collections/37/eu-consumption-relative/437/eu-fr-france-retail-sales
法國-進出口 | 歐洲-對外貿易 | 圖組 | MacroMicro 財經M平方,"出口占法國 GDP 的 30 ~ 35%，進口約 30 ~ 35%。

貿易商品以運輸、機電、化工產品為主，主要貿易國家為德國及義大利。",https://www.macromicro.me/collections/40/eu-trade-relative/482/eu-fr-france-import-export
英國-零售銷售 | 歐洲-消費/就業 | 圖組 | MacroMicro 財經M平方,英國屬於內需消費型國家，消費占整體 GDP 總值約六成五 ，因此消費直接影響英國經濟成長表現。,https://www.macromicro.me/collections/37/eu-consumption-relative/436/eu-uk-united-kingdom-retail-sales
